units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
11,Engine Splash Shield,1,True,Jaguar,Body,Air Guides,2019,46147,365,True,False,False,3
332,Suspension Ball Joint,2,False,Mercedes-Benz,Suspension,Ball Joints,2018,124726,365,True,True,False,10
303,Drive Belt Tensioner Pulley,1,False,Hyundai,Engine,Pulleys & Tensioners,2020,1931037,365,True,False,False,10
199,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2016,80581,141,True,False,False,0
46,Radiator Coolant Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2020,58,365,False,False,False,21
99,Engine Coolant Reservoir Cap,1,False,Fiat,Cooling,Caps & Boots,2020,19214102,125,False,False,False,0
25,Suspension Kit,1,False,Mercedes-Benz,Suspension,Control Arms,2018,275175,365,False,True,False,2
80,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2017,18901,365,True,True,True,5
668,Radiator Coolant Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2020,4346,365,True,False,False,17
14,Door Mirror Base Gasket,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,75491,365,True,True,False,2
149,Engine Camshaft Plug,2,False,Jaguar,Engine,Gaskets & Seals,2020,7348,365,True,True,False,21
396,Engine Cooling Fan Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,251831,365,True,True,False,5
22,Engine Coolant Reservoir Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2017,75666,365,True,True,False,6
45,Window Regulator,1,False,Volkswagen,Body,Regulators,2020,617026,365,False,True,False,1
225,Tail Light Lens Seal,1,True,Porsche,Electrical,Tail Lamps,2018,44662,365,True,True,False,1
282,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,11836,365,True,True,False,19
81,Engine Coolant Reservoir Cap,1,False,Saab,Cooling,Caps & Boots,2018,114846,365,False,False,False,5
228,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2016,49182,365,True,False,True,17
132,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2019,306692,365,True,False,False,4
66,Headlight Bracket,2,True,Mercedes-Benz,Body,Hardware,2018,1074105,255,True,False,True,0
712,Door Lock Striker,2,False,Mercedes-Benz,Body,Doors & Windows,2020,33617,365,False,True,True,7
76,Engine Water Pump,1,False,Mini,Cooling,Water Pumps,2018,81240,365,True,True,True,9
61,Suspension Control Arm Bushing,1,False,Audi,Suspension,Mountings & Bushings,2018,4869,365,True,False,False,2
390,HVAC Blower Motor,1,False,Mercedes-Benz,Climate Control,Motors & Servos,2020,432444,365,True,True,False,3
648,Windshield Washer Pump,1,False,Volvo,Body,Wiper & Washer System,2018,494598,365,False,False,False,3
7,Secondary Air Injection Pump,1,False,Buick,Engine,Emissions,2020,195700,41,True,False,False,0
693,Suspension Ball Joint,2,False,Jaguar,Suspension,Ball Joints,2017,47959,365,True,True,True,6
71,Headlight Bulb,2,False,Porsche,Electrical,Headlamps,2018,7142799,26,True,True,False,0
51,Engine Timing Chain Tensioner Sprocket Support,1,True,Porsche,Engine,Pulleys & Tensioners,2020,26916,365,True,True,True,1
105,Engine Splash Shield,1,False,Volvo,Body,Air Guides,2020,57467,365,True,True,True,21
600,Radio Antenna,1,False,Porsche,Electrical,Antenna,2019,141017,286,True,True,True,0
490,Hard Top Storage Cart,1,False,Chevrolet,Accessories,Miscellaneous,2018,297628,365,False,True,False,19
356,Door Window Switch,3,False,Porsche,Electrical,"Relays, Switches, Solenoids",2016,13924,365,True,True,True,11
37,HVAC Heater Blend Door Actuator,1,False,Chevrolet,Climate Control,Motors & Servos,2020,5305117,365,True,True,False,2
223,Headlight Lens,1,True,BMW,Electrical,Headlamps,2020,149862,365,True,False,True,3
59,Drive Belt Idler Pulley,1,False,BMW,Engine,Pulleys & Tensioners,2017,36898,365,True,True,False,2
102,Suspension Subframe Mount,2,True,BMW,Suspension,Mountings & Bushings,2016,16383,365,False,False,False,9
222,Engine Coolant Reservoir Hose,1,False,Volkswagen,Cooling,"Hoses, Pipes, Tubes",2019,145519,365,False,True,False,3
108,Tow Hook Cover,1,False,BMW,Body,Bumpers & Moldings,2017,123068,365,True,True,False,4
1536,Headlight Bulb,2,False,Acura,Electrical,Headlamps,2019,4073409,365,True,True,False,1
513,HVAC Heater Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2020,2485,365,True,False,False,12
249,A/C Expansion Valve,1,False,Mercedes-Benz,Climate Control,Expansion Valve,2020,120109,365,True,True,True,15
32,Suspension Subframe Bushing,2,False,BMW,Suspension,Mountings & Bushings,2018,301330,365,False,False,False,1
843,Disc Brake Pad Shim,4,True,Porsche,Brakes,Miscellaneous,2020,54880,365,True,False,False,4
414,Door Stop,2,False,Mercedes-Benz,Body,Doors & Windows,2016,30017,365,True,True,True,17
1536,Headlight Bulb,2,False,Jaguar,Electrical,Headlamps,2019,4073409,365,True,True,False,1
155,Multi Purpose Relay,2,False,Plymouth,Electrical,"Relays, Switches, Solenoids",2020,1565108,365,False,True,False,6
248,Door Mirror,2,False,Alfa Romeo,Body,Doors & Windows,2016,6675,365,True,False,False,9
14,Grille,1,False,Saab,Body,Grilles,2017,95308,365,True,False,False,2
30,Drive Belt Tensioner,1,False,Land Rover,Engine,Pulleys & Tensioners,2020,10379,365,True,True,False,8
413,Engine Oil Cooler Hose Assembly,1,False,Volvo,Engine,"Hoses, Pipes, Tubes",2018,462368,365,True,True,True,9
66,Steering Tie Rod Assembly,1,False,BMW,Steering,Steering,2019,8051,365,True,True,False,12
150,Manual Transmission Relay Shaft Lever,1,False,Volkswagen,Transmission,"Cables, Controls, Levers",2016,17146,365,True,False,True,4
476,Engine Crankcase Vent Valve,1,False,Volkswagen,Fuel,Emissions,2017,174669,365,True,True,False,4
24,HVAC Heater Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2017,5539,365,True,False,False,14
135,Targa Top Latch Handle,1,True,Porsche,Body,Miscellaneous,2019,9069,365,True,False,True,2
66,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2017,82474,365,False,True,False,5
191,Engine Crankcase Breather Hose,1,False,BMW,Fuel,Emissions,2018,673056,365,False,True,False,4
112,Shock Mount,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2020,366660,365,False,False,False,8
155,Convertible Top Cable,2,True,Porsche,Body,"Cables, Controls, Levers",2020,58581,365,False,True,False,1
72,Disc Brake Pad Wear Sensor,2,False,Volkswagen,Brakes,Sensors & Senders,2016,1870,365,False,True,False,5
48,Multi Purpose Relay,2,False,GMC,Electrical,"Relays, Switches, Solenoids",2018,1565108,365,False,True,False,4
26,Steering Tie Rod End,1,False,BMW,Steering,Steering,2018,615121,365,False,False,False,1
168,Engine Water Pump,1,False,Volkswagen,Cooling,Water Pumps,2020,861452,365,True,False,False,3
54,Headlight Trim Ring,1,False,Mercedes-Benz,Accessories,Exterior Trim,2017,165194,365,True,False,False,18
1033,Exterior Door Handle,1,False,BMW,Body,Doors & Windows,2018,154866,365,True,True,False,7
39,Exterior Door Handle,1,False,Toyota,Body,Doors & Windows,2020,39743,365,True,True,False,2
363,Engine Oil Pressure Sensor,1,False,Jaguar,Electrical,Sensors & Senders,2020,23655,365,True,True,False,21
11,Fuel Tank,1,False,Chevrolet,Fuel,Fuel Supply,2020,3654,365,False,False,False,2
1329,Ignition Coil,8,False,Mercedes-Benz,Electrical,Ignition System,2019,1159151,365,True,True,False,2
70,A/C Receiver Drier,1,False,BMW,Climate Control,Driers & Accumulators,2020,12584,365,True,True,False,21
30,Electric Fuel Pump,1,False,Jaguar,Fuel,Fuel Supply,2019,19189,365,True,False,True,15
32,Automatic Transmission Shift Cover Plate,1,False,Mercedes-Benz,Accessories,Wood Trim,2017,13735,365,False,False,False,18
441,HVAC Heater Control Valve Kit,1,True,BMW,Climate Control,Thermostats,2020,138081,365,True,True,True,2
73,Suspension Control Arm Bushing Kit,1,False,Mercedes-Benz,Suspension,Mountings & Bushings,2020,90662,365,True,False,False,9
132,Headlight Corner Trim,1,True,Porsche,Body,Exterior Trim,2020,33072,97,True,False,True,0
73,Window Crank Handle Cover,2,False,Porsche,Body,Doors & Windows,2020,18226,365,True,False,False,5
26,Windshield Seal,1,False,Volkswagen,Body,Gaskets & Seals,2019,126210,365,True,False,False,3
1106,Engine Coolant Temperature Sensor,1,False,Lincoln,Electrical,Sensors & Senders,2020,486197,365,False,True,True,14
460,Engine Oil Level Sensor Cover,1,False,Audi,Engine,Engine Mechanical,2017,208211,365,True,True,True,3
171,Engine Water Pump,1,False,Mercedes-Benz,Cooling,Water Pumps,2019,521336,365,True,True,False,10
203,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2019,58818,365,True,True,True,12
841,Convertible Top Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2018,67284,365,True,True,True,19
200,Window Regulator,1,False,Audi,Body,Regulators,2020,114821,365,True,True,True,9
15,Door Lock Actuator,1,False,Audi,Body,Doors & Windows,2020,192383,86,True,False,False,0
91,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2016,562257,365,True,True,False,4
71,Trunk Lid Lift Support,2,False,Audi,Body,Lift Struts,2018,122654,365,True,False,False,3
18,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,21205,365,False,False,False,17
3212,Spark Plug Tube Seal,8,False,Jaguar,Engine,Gaskets & Seals,2017,96469,365,True,True,False,6
5,HVAC Heater Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2017,2485,365,True,False,False,8
213,Engine Mount,2,False,Mercedes-Benz,Engine,Mountings & Bushings,2017,5333,365,True,True,True,18
572,Drive Belt Tensioner,1,True,Volkswagen,Engine,Pulleys & Tensioners,2020,1069532,337,True,False,True,0
98,Air Cleaner Mount,1,True,Jaguar,Engine,Mountings & Bushings,2016,101592,122,True,True,False,0
86,Suspension Control Arm,1,False,Audi,Suspension,Control Arms,2020,842069,365,True,True,False,4
568,Suspension Subframe Mount,4,False,Jaguar,Suspension,Mountings & Bushings,2020,2919,365,True,True,False,21
35,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,1228,365,True,False,False,19
879,Convertible Top Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,67284,365,True,True,True,18
81,Engine Timing Cover,1,False,Volkswagen,Engine,Miscellaneous,2017,21093,365,True,True,False,4
19,Headlight Lens,1,False,Volvo,Electrical,Headlamps,2017,19591,365,True,False,False,9
19,Headlight Lens,1,False,Volvo,Electrical,Headlamps,2017,50131,365,True,False,False,10
303,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2016,27553,365,True,True,False,9
4,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2018,348,365,False,False,False,15
39,HVAC Blower Motor,1,False,Volkswagen,Climate Control,Motors & Servos,2020,27244,365,False,True,False,11
55,Steering Tie Rod End,2,True,Porsche,Steering,Steering,2019,50267,332,True,False,False,0
71,Headlight Bulb,2,False,Mini,Electrical,Headlamps,2018,7142799,26,True,True,False,0
38,Window Regulator,1,False,Volkswagen,Body,Regulators,2019,617026,257,False,True,False,0
488,Suspension Stabilizer Bar Link,2,False,Volkswagen,Suspension,Stabilizers,2017,820695,365,False,True,False,5
111,Drive Belt Tensioner Pulley,1,False,Mini,Engine,Pulleys & Tensioners,2017,86936,365,True,True,False,1
284,Auxiliary Engine Cooling Fan Assembly,1,False,Audi,Cooling,Fans,2020,108632,365,True,True,False,6
104,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2019,51645,365,False,True,False,9
50,Engine Crankcase Breather Hose,1,False,BMW,Fuel,Emissions,2017,156414,365,False,True,False,5
718,Suspension Coil Spring Seat,2,True,BMW,Suspension,Mountings & Bushings,2019,617044,365,True,True,True,2
50,Hood Lift Support,2,False,Volkswagen,Body,Lift Struts,2019,138491,365,False,False,False,4
61,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2016,68327,365,True,True,False,17
555,Engine Oil Level Sensor O-Ring,1,False,Volkswagen,Engine,Gaskets & Seals,2016,2134876,365,True,True,False,1
2343,Engine Oil Dipstick Tube,1,False,Volkswagen,Engine,Miscellaneous,2020,267887,365,True,True,True,7
205,Ignition Lock Cylinder,1,False,MG,Electrical,Miscellaneous,2017,36622,365,True,True,False,2
214,Drive Belt Tensioner Pulley,1,False,Saab,Engine,Pulleys & Tensioners,2020,9568800,365,False,True,False,1
275,Windshield Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,30017,365,True,True,True,18
78,Tail Light Lens,1,False,Porsche,Electrical,Tail Lamps,2019,6691,365,True,True,True,6
13,Engine Coolant Bypass Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,8654,365,False,False,False,13
12,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,12573,365,True,True,True,8
129,Washer Fluid Reservoir Cap,1,True,Mercedes-Benz,Body,Caps & Boots,2017,177255,19,True,True,True,0
259,Trunk Latch Actuator Bracket,1,True,Volkswagen,Body,Hinges & Latches,2018,909983,365,True,True,False,2
108,Brake Pedal Position Sensor,1,False,Volvo,Electrical,Sensors & Senders,2016,568456,262,True,True,False,0
15,Door Lock Actuator,1,False,Toyota,Body,Doors & Windows,2020,9232687,107,True,False,False,0
30,Suspension Control Arm,1,False,Volvo,Suspension,Control Arms,2019,18364,365,True,True,True,9
203,Engine Coolant Pipe,1,True,Audi,Cooling,Engine Mechanical,2019,926813,20,True,True,True,0
14,Hot Air Hose,1,False,Porsche,Engine,"Hoses, Pipes, Tubes",2020,8670,365,True,False,False,4
43,Engine Coolant Temperature Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,72191,365,False,False,False,10
1024,Engine Cylinder Head Temperature Sensor,1,True,Porsche,Engine,Sensors & Senders,2018,42956,365,True,True,True,1
8,Suspension Control Arm Bushing Kit,1,False,BMW,Suspension,Mountings & Bushings,2019,7644,365,True,True,False,14
2,Fender Molding Set,1,False,Mercedes-Benz,Accessories,Exterior Trim,2020,11623,365,False,False,False,21
3280,Secondary Air Injection Pump Mount,3,False,Land Rover,Fuel,Mountings & Bushings,2020,1021401,365,True,True,True,12
48,Hood Lift Support,2,False,BMW,Body,Lift Struts,2019,65699,365,True,False,False,2
906,Window Regulator,1,False,BMW,Body,Regulators,2019,511562,365,True,True,True,5
458,Suspension Strut Bumper,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2020,290514,365,True,True,True,7
202,Hatch Lock,1,False,Land Rover,Body,Hinges & Latches,2019,97808,146,True,True,True,0
285,Engine Coolant Reservoir,1,False,Jaguar,Cooling,Expansion Tanks & Parts,2020,70202,365,False,True,False,8
39,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2019,73713,365,True,True,True,7
189,Engine Oil Filter Cover,1,False,BMW,Engine,Caps & Boots,2016,165481,365,True,True,True,1
27,Turn Signal Light Lens,1,False,Porsche,Electrical,Turn Indicator Lamps,2017,3805,365,True,True,True,1
23,Engine Mount,2,False,BMW,Engine,Mountings & Bushings,2017,2784,365,True,False,False,10
43,Engine Coolant Reservoir Mounting Plate,1,False,BMW,Cooling,Expansion Tanks & Parts,2020,140326,365,True,False,True,2
1459,Engine Coolant Temperature Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2016,1427276,365,False,True,False,4
805,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2016,30433,365,True,True,False,6
40,Multi Purpose Relay,2,False,BMW,Electrical,"Relays, Switches, Solenoids",2019,1565108,365,False,True,False,5
45,Washer Fluid Level Sensor,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2020,390683,365,True,False,False,6
591,Washer Fluid Reservoir Cap,1,True,Mercedes-Benz,Body,Caps & Boots,2019,177255,365,True,True,True,2
15,Drive Belt Tensioner,1,False,Dodge,Engine,Pulleys & Tensioners,2020,1047922,96,False,False,False,0
155,Multi Purpose Relay,2,False,Mercury,Electrical,"Relays, Switches, Solenoids",2020,1565108,365,False,True,False,6
115,Steering Shaft Flex Coupling Disc,1,False,Porsche,Steering,Steering,2016,53129,365,True,True,True,3
201,Antenna Mast,1,False,Toyota,Electrical,Antenna,2019,105374,365,True,True,False,8
176,A/C Expansion Valve,1,False,Mercedes-Benz,Climate Control,Expansion Valve,2019,168476,365,True,True,False,16
40,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2020,78800,365,True,True,False,5
349,Engine Intake Manifold Gasket,6,False,Jaguar,Engine,Gaskets & Seals,2016,108634,365,False,True,False,2
83,Rack and Pinion Mount Bushing,2,False,Jaguar,Steering,Mountings & Bushings,2018,585,365,False,False,False,5
59,Drive Belt Tensioner,1,False,Audi,Engine,Pulleys & Tensioners,2017,373953,365,True,True,False,2
629,Exterior Light Bulb Socket,2,True,BMW,Electrical,Miscellaneous,2018,280564,205,True,True,True,0
37,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,36316,365,True,True,True,10
291,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2020,46220,365,True,True,True,21
159,Fog Light Lens,1,False,Porsche,Electrical,Fog Lamps,2020,19301,365,True,True,True,7
9,Side Marker Light Assembly,1,False,Volvo,Electrical,Marker Lamps,2019,49417,365,True,False,False,10
14,Suspension Stabilizer Bar Link,1,False,Mercedes-Benz,Suspension,Stabilizers,2016,41315,365,False,True,False,3
74,Window Guide,1,False,Porsche,Body,Doors & Windows,2017,9069,365,True,False,True,1
16,Deck Lid Striker Bolt,1,True,Porsche,Body,Hardware,2020,9069,169,False,False,True,0
159,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2019,19451,365,False,True,False,10
36,Windshield Seal,1,False,Volkswagen,Body,Gaskets & Seals,2019,66483,365,True,False,True,3
1044,Carburetor Accelerator Cable Bushing,1,False,BMW,Transmission,"Cables, Controls, Levers",2019,455618,365,True,False,True,3
25,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2018,165194,365,True,False,True,15
48,Multi Purpose Relay,2,False,Volvo,Electrical,"Relays, Switches, Solenoids",2018,1565108,365,False,True,False,4
21,Fender Molding Set,1,False,Mercedes-Benz,Accessories,Exterior Trim,2018,68612,365,True,False,False,19
577,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2018,67284,365,True,True,True,19
374,Engine Crankcase Breather Connector,1,False,Volkswagen,Engine,Emissions,2018,606382,365,False,True,False,6
310,Antenna Mast,1,False,BMW,Electrical,Antenna,2018,254954,365,True,True,True,6
287,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2019,34987,365,True,True,True,18
729,Radiator Coolant Hose Connector,1,False,Volkswagen,Cooling,Miscellaneous,2019,442472,365,True,True,True,7
44,HVAC Heater Control Valve,1,False,BMW,Climate Control,"Cables, Controls, Levers",2019,35882,365,True,True,True,1
532,Power Steering Pressure Hose,1,False,BMW,Steering,"Hoses, Pipes, Tubes",2017,105926,365,True,True,False,8
42,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2019,67317,365,True,True,True,3
67,Hood Scoop,1,False,Mini,Accessories,Exterior Trim,2020,27477,365,True,True,False,11
38,Exterior Door Handle,1,False,BMW,Body,Doors & Windows,2017,284248,365,True,False,False,5
379,A/C Expansion Valve,1,False,Honda,Climate Control,Expansion Valve,2017,122574,365,True,True,False,12
35,Roof Molding,1,True,Porsche,Body,Exterior Trim,2018,9069,211,False,False,True,0
1262,Engine Oil Pressure Sensor,1,False,Porsche,Electrical,Sensors & Senders,2019,57618,365,True,True,True,13
113,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2018,8455,365,False,True,True,19
20,Ignition Knock (Detonation) Sensor,2,False,Saab,Electrical,Sensors & Senders,2018,125140,365,True,True,False,10
